action	reward
0	0.5566943475107151
0	0.14111348386739142
0	0.4293727920040832
0	0.05323129973852292
0	1.6256637822467912
0	0.05471035513699418
0	0.475704743758836
0	0.0
0	0.5390812350658053
0	0.3248729524533325
0	0.4566765240888899
0	0.6948088412392829
0	0.01586441263499938
0	0.09249791527258178
0	0.0
0	0.0
0	1.714295930123668
0	0.0
0	0.5424580177534232
0	0.2958711134964609
0	0.0
0	0.3405983519552873
0	1.4200430428733564
0	0.7662908521425551
0	0.6667460677051941
0	0.0
0	0.0
0	0.8635722864841249
0	0.0
0	1.3264077308368902
0	0.23978859955759924
0	0.04350021530952952
0	0.8067372793710593
0	0.0
0	0.97921357120395
0	0.0
0	1.5772223075864926
0	0.8085422874992781
0	0.5756778965451208
0	0.16403296341784457
0	0.966434515134614
0	0.0
0	1.6214313934914368
0	0.0
0	0.26724837645199817
0	0.668766252451416
0	0.13339067953853134
0	0.05412453672462536
0	0.3912539957610174
0	0.0
0	0.0
0	0.5788244531454081
0	0.36070786703175595
0	0.5630145860465643
0	0.4955964841972764
0	0.0
0	0.9226873457675124
0	0.0
0	0.0
0	0.0
0	0.11269253532110923
0	1.4720435002936965
0	0.9320551967441544
0	0.7972188171044692
0	0.0
0	1.100536725258234
0	0.39665161454807185
0	0.32783562331621285
0	0.0
0	0.2677420281419258
0	0.0
0	0.29211765098473064
0	0.0
0	0.43838160604768295
0	0.4924038258464746
0	0.2513897123559278
0	0.8582436360395846
0	1.4146417946545309
0	0.2695155447290387
0	0.9127900274513803
0	0.9318908693674641
0	0.3133098869844789
0	0.19040185251236186
0	0.0
0	0.6721027820494452
0	0.05489705418145241
0	0.6398173497456744
0	0.6299422439945511
0	0.0
0	0.0
0	0.4174518445504527
0	0.3716591092651733
0	0.4162201361274005
0	0.9828059696267948
0	1.0474789097984492
0	0.6045006722318806
0	1.8743381561503465
0	0.0
0	0.0
0	0.23867639395149365
0	0.0
0	0.20101944905678226
0	0.7282778370450226
0	0.031603670167706266
0	0.4630492879718534
0	2.069529537612077
0	1.0719692507262426
0	0.5037666846747116
0	0.30811441024137587
0	0.6920290700970819
0	0.0
0	0.5474701267171102
0	0.6688227657221597
0	0.0
0	1.9955765425786103
0	0.5091060827256537
0	0.9799007815136435
0	0.6917873816471534
0	0.7080151595960318
0	0.3095057658977177
0	0.5840981648446263
0	0.5668098569399227
0	0.0
0	0.7689812495425576
0	0.8752830530911124
0	1.2688448316848653
0	0.483796905420941
0	0.14158176787303
0	0.25953162259788687
0	0.0
0	0.5485554007531408
0	0.793264195877168
0	0.0
0	0.0
0	0.44092801680502525
0	0.3032540607095927
0	0.07155237629266298
0	0.5532255980020112
0	0.0
0	0.0
0	0.0
0	0.0
0	1.5572880812009207
0	0.0
0	0.3597417678910486
0	1.681270287722679
0	1.1669289526155846
0	0.0
0	1.1522020193483413
0	0.0
0	0.0
0	0.87793117202195
0	0.14017078555908236
0	1.7210488607525858
0	0.16527136607722093
0	0.0
0	0.2904224287682726
0	0.5926325034649889
0	0.21486803552791067
0	0.0
0	0.27177871145114774
0	0.0
0	0.8912658736199078
0	1.4398129234376391
0	0.09734870137018004
0	1.4358562281886815
0	0.5089951892515803
0	0.40411147568602324
0	0.5349683598303104
0	1.3693888896287167
0	0.0
0	0.9646604804661982
0	0.7851187109136724
0	0.0
0	0.0985597738466758
0	1.4359595029790517
0	0.5005761658386112
0	0.8480134328525641
0	1.6712138626830912
0	1.2563528454760269
0	1.4266035748207249
0	0.0
0	1.2555202808709747
0	0.0
0	1.9249488730695967
0	0.0
0	0.0
0	0.30460382479823855
0	0.0
0	0.6105724363551364
0	0.944165197358312
0	2.39894316796013
0	0.47926408312070023
0	0.5151925956776625
0	0.755462925386212
0	0.0
0	0.23267032780489383
0	0.17172263843682667
0	0.8619252325293252
0	0.5151281624814177
0	0.23128990873711885
0	0.0
0	0.7355972652099723
0	0.0
0	0.5035918262134449
0	0.7178408882805197
0	0.5613757035505327
0	0.0
0	0.0
0	0.5152984304436908
0	0.0
0	0.3070038403142238
0	0.0
0	0.9520391697141961
0	0.0
0	0.8792167457533131
0	0.7160971219017478
0	0.254941283615155
0	0.0
0	0.39299571670247735
0	2.61514425401044
0	0.31079258051880765
0	0.8298407066269571
0	0.9934880746134711
0	0.1265075443782372
0	0.6450210734182915
0	0.0
0	0.5484424886507973
0	0.6056309895286126
0	1.9463905830738817
0	1.9494728346944794
0	0.7640263262630876
0	1.3529583353465762
0	0.697389024238654
0	0.5039126816404356
0	1.0681060717345165
0	0.4422702376914375
0	1.4354017320597967
0	1.916854552724899
0	0.06318855535859391
0	0.067878883841899
0	0.8533168460146517
0	0.0
0	0.9147913984852685
0	1.0082064718555852
0	1.92093742160932
0	2.105843526372449
0	0.3521794321961509
0	1.2624075614861676
0	1.5025609395624746
0	0.5800395325703344
0	1.3023843915108713
0	0.5246795800567605
0	0.1806247882776777
0	0.14414161909890522
0	1.4316058876384414
0	1.9188338621555097
0	0.5279138107941764
0	0.9394618496186795
0	0.3966932025369194
0	1.2767454496115491
0	0.9361179246304578
0	0.8827552471388577
0	0.39458454825030675
0	0.052788651221014504
0	0.9041515104020713
0	0.0
0	0.43375912952932294
0	0.5955432342860151
0	0.9368685448860871
0	0.0
0	0.0
0	0.7393937942616734
0	0.23934563654695706
0	0.0
0	0.0
0	0.0
0	0.7703072923895838
0	0.0
0	0.06901080669476878
0	0.3895564158484046
0	0.9869574298393031
0	0.5227399516193805
0	1.164451867984129
0	0.8082652593654888
0	0.3792353563513349
0	1.5430028732181507
0	0.2721456525473578
0	0.4167767317435368
0	0.0
0	0.2281158592560677
0	1.530095996226714
0	0.9480730199645454
0	0.027829876561940137
0	0.0
0	0.0
0	0.19342326836789103
0	0.13636776275204998
0	0.4139406395790163
0	0.32501138447974665
0	0.0
0	0.6470287168360653
0	0.0
0	1.9648283684691978
0	0.0
0	0.255322171241124
0	0.012986454908081257
0	0.6495281985185488
0	0.1102673066205172
0	0.01637636103420681
0	0.7601544279605112
0	2.181956926020228
0	0.5083377543589891
0	0.9641923669770414
0	0.1958733400853515
0	0.11901770749685114
0	0.0
0	1.016228986819865
0	0.0
0	1.8471754551382094
0	0.7784624825026507
0	0.36094202508772155
0	0.1243530513961254
0	1.973855041092132
0	0.19235068794510268
0	0.8356956450011213
0	0.49307436791538284
0	0.0
0	0.5721614896475907
0	0.0
0	0.16799813398835073
0	2.910268283957488
0	0.749477438852143
0	0.4892735613783361
0	0.5004271572586504
0	0.89867529544874
0	0.6440417321198321
0	1.8617566682833453
0	0.5800700082117318
0	0.0
0	0.3967032843596081
0	0.0
0	0.2527944113330177
0	0.9164055030384799
0	0.0
0	0.433682575964619
0	0.0
0	1.3122631146525217
0	2.9889216151840223
0	0.5247350687840191
0	1.801430936058219
0	1.1025999655059882
0	0.0
0	0.0
0	0.0
0	0.13722731933518428
0	0.17466394693054543
0	0.7665940345389827
0	0.6647683234817349
0	2.330669167166054
0	0.3290183652132803
0	1.5578438644058699
0	0.6976060610865404
0	0.26023840334362003
0	0.784689801342902
0	0.5462944427854799
0	0.10652003806972576
0	0.16658023035608538
0	0.11702463932764107
0	0.7157741261008292
0	0.8883469289322611
0	1.25480984096427
0	1.519657459702655
0	1.3734530284039586
0	0.6553053570907623
0	0.0
0	0.7652387915414445
0	1.8464672857085331
0	0.12754266852806684
0	2.1275687611546905
0	0.5589633526287869
0	0.0
0	0.39445794124781275
0	0.54467080607916
0	0.8253378333653159
0	0.704929619701063
0	0.8886203687888373
0	1.8265902504612515
0	0.8591210162730961
0	0.11623810935482903
0	0.33707424995838564
0	0.2309471416375647
0	0.6798665503740985
0	0.0
0	0.5565463511048303
0	0.0
0	1.9074450609594484
0	0.5776645784934002
0	0.13400406112659935
0	0.6919601353347021
0	0.0
0	0.5919443321294859
0	0.12491168184898938
0	0.0
0	0.8497523749042133
0	0.3455104380401727
0	1.3091747495662855
0	0.08710031209425873
0	0.0
0	0.127926493151439
0	1.5441312000431833
0	0.8263111268323869
0	0.267439846498162
0	0.0
0	0.7188976978524309
0	0.3797717922492154
0	0.22343844990014805
0	2.198607691634452
0	0.4617333759337322
0	0.3037073271859121
0	0.031248852887208356
0	0.7322166723532746
0	0.2310504755867817
0	0.806668269093342
0	0.6373929724877161
0	0.0
0	0.0948385931287401
0	1.137598504305543
0	0.0
0	0.05262223126208232
0	0.0
0	0.4621631354164113
0	0.0
0	0.5690858746543406
0	0.5952530924633969
0	0.07167664808676188
0	0.9633578267009377
0	0.17254323885693656
0	0.2754499787141309
0	0.7542505391723777
0	0.0
0	1.8911067296253334
0	1.6840533086104161
0	0.3565006244341844
0	1.117455676027804
0	1.8131304149182899
0	0.2462342202434441
0	1.856691694182907
0	0.4666112966553573
0	0.0
0	0.9584156040582842
0	0.17728590684133416
0	0.0
0	0.0701634114299865
0	0.40348437355512345
0	0.8798447644820566
0	0.911790631799478
0	0.92743648216797
0	0.7691581019483426
0	1.5323925687004116
0	1.508818416390419
0	0.47997388119789064
0	0.8746746744136885
0	0.75137724032372
0	0.37939546288517667
